customer_id,name,gender,age,nationality,emirate,signup_date
224,Customer_224,Female,40,UK,Fujairah,2023-07-07
225,Customer_225,Female,46,Other,Ras Al Khaimah,2022-11-14
226,Customer_226,Female,28,India,Umm Al Quwain,2023-05-17
227,Customer_227,Male,35,UAE,Umm Al Quwain,2024-04-07
228,Customer_228,Female,29,UAE,Dubai,2023-01-16
229,Customer_229,Male,26,Philippines,Dubai,2023-09-15
230,Customer_230,Male,27,Pakistan,Sharjah,2022-01-14
231,Customer_231,Female,34,Philippines,Ajman,2023-05-19
232,Customer_232,Female,55,Philippines,Abu Dhabi,2022-08-19
233,Customer_233,Female,24,Philippines,Dubai,2024-09-11
234,Customer_234,Female,30,Philippines,Fujairah,2022-03-25
235,Customer_235,Female,57,UK,Sharjah,2022-05-10
236,Customer_236,Female,59,UK,Abu Dhabi,2024-01-13
237,Customer_237,Female,26,India,Sharjah,2024-04-17
238,Customer_238,Female,44,UAE,Abu Dhabi,2022-05-25
239,Customer_239,Male,19,Philippines,Abu Dhabi,2024-06-09
240,Customer_240,Female,22,India,Ras Al Khaimah,2024-05-06
241,Customer_241,Female,46,UAE,Dubai,2022-01-28
242,Customer_242,Male,54,Other,Sharjah,2022-03-07
243,Customer_243,Female,55,Pakistan,Sharjah,2022-06-12
244,Customer_244,Male,36,UK,Ras Al Khaimah,2022-08-17
245,Customer_245,Male,25,Other,Fujairah,2022-09-18
246,Customer_246,Female,18,UAE,Fujairah,2023-03-25
247,Customer_247,Male,39,Other,Umm Al Quwain,2023-02-28
248,Customer_248,Male,34,Pakistan,Dubai,2023-04-05
249,Customer_249,Male,24,UAE,Dubai,2024-08-09
250,Customer_250,Male,42,Other,Ajman,2023-11-07
251,Customer_251,Female,21,UK,Ras Al Khaimah,2022-10-28
252,Customer_252,Male,53,UK,Fujairah,2024-07-07
253,Customer_253,Female,23,India,Abu Dhabi,2022-10-30
254,Customer_254,Male,48,Other,Sharjah,2022-10-14
255,Customer_255,Male,36,Philippines,Dubai,2023-01-30
256,Customer_256,Male,56,Other,Sharjah,2022-01-10
257,Customer_257,Male,44,UAE,Sharjah,2023-12-08
258,Customer_258,Female,27,UAE,Ajman,2023-09-22
259,Customer_259,Female,43,Other,Fujairah,2022-09-27
260,Customer_260,Male,36,Pakistan,Dubai,2023-08-15
261,Customer_261,Male,56,UK,Sharjah,2024-08-27
262,Customer_262,Female,20,UAE,Dubai,2023-08-28
263,Customer_263,Male,30,UK,Abu Dhabi,2024-02-17
264,Customer_264,Male,45,UAE,Ajman,2024-04-23
265,Customer_265,Male,37,India,Abu Dhabi,2024-05-11
266,Customer_266,Female,45,Philippines,Dubai,2022-12-27
267,Customer_267,Female,25,UAE,Umm Al Quwain,2022-09-14
268,Customer_268,Female,58,UK,Dubai,2022-05-13
269,Customer_269,Male,56,India,Fujairah,2022-10-03
270,Customer_270,Male,18,UAE,Sharjah,2024-02-15
271,Customer_271,Female,20,Pakistan,Sharjah,2023-11-14
272,Customer_272,Female,30,Philippines,Abu Dhabi,2024-08-29
273,Customer_273,Female,45,UAE,Ajman,2023-05-28
274,Customer_274,Female,42,India,Umm Al Quwain,2022-11-09
275,Customer_275,Male,50,Pakistan,Ras Al Khaimah,2023-07-30
276,Customer_276,Female,55,Other,Sharjah,2024-06-04
277,Customer_277,Male,23,India,Fujairah,2024-09-06
278,Customer_278,Female,49,India,Abu Dhabi,2022-10-11
279,Customer_279,Male,38,Pakistan,Abu Dhabi,2022-05-01
280,Customer_280,Female,33,India,Ras Al Khaimah,2022-04-17
281,Customer_281,Female,38,Pakistan,Fujairah,2024-07-21
282,Customer_282,Female,28,UAE,Ajman,2023-11-18
283,Customer_283,Female,54,Pakistan,Fujairah,2024-09-23
284,Customer_284,Male,53,Pakistan,Ajman,2022-07-23
285,Customer_285,Female,52,Philippines,Fujairah,2022-06-14
286,Customer_286,Male,36,Pakistan,Fujairah,2022-11-01
287,Customer_287,Male,37,Pakistan,Dubai,2023-05-12
288,Customer_288,Male,35,Other,Abu Dhabi,2023-09-24
289,Customer_289,Male,58,UAE,Fujairah,2023-07-10
290,Customer_290,Female,31,Philippines,Ras Al Khaimah,2024-04-03
291,Customer_291,Male,32,Other,Fujairah,2022-06-05
292,Customer_292,Male,48,UK,Sharjah,2023-01-02
293,Customer_293,Male,18,UAE,Abu Dhabi,2023-12-20
294,Customer_294,Female,20,UAE,Sharjah,2024-06-20
295,Customer_295,Female,33,UK,Abu Dhabi,2023-09-12
296,Customer_296,Female,40,Pakistan,Sharjah,2022-09-08
297,Customer_297,Female,28,Other,Fujairah,2024-08-14
298,Customer_298,Male,29,India,Fujairah,2024-07-04
299,Customer_299,Male,27,Philippines,Dubai,2024-05-31
300,Customer_300,Female,49,India,Ras Al Khaimah,2022-11-30
301,Customer_301,Male,33,UK,Sharjah,2023-10-04
302,Customer_302,Male,25,UAE,Ajman,2024-08-26
303,Customer_303,Male,55,UAE,Dubai,2023-05-26
304,Customer_304,Female,29,Philippines,Sharjah,2022-10-20
305,Customer_305,Female,41,UAE,Sharjah,2022-01-20
306,Customer_306,Male,45,UAE,Dubai,2022-10-09
307,Customer_307,Female,25,Philippines,Fujairah,2024-03-07
308,Customer_308,Female,45,Other,Sharjah,2022-01-01
309,Customer_309,Female,53,Other,Fujairah,2022-04-29
310,Customer_310,Female,43,Philippines,Dubai,2022-02-04
311,Customer_311,Female,25,UK,Fujairah,2022-07-17
312,Customer_312,Male,45,UAE,Abu Dhabi,2023-04-30
313,Customer_313,Female,45,UAE,Ajman,2024-01-27
314,Customer_314,Male,54,UK,Umm Al Quwain,2022-02-28
315,Customer_315,Male,58,Other,Sharjah,2024-04-16
316,Customer_316,Female,53,Pakistan,Ras Al Khaimah,2022-06-10
317,Customer_317,Male,44,Pakistan,Ajman,2023-11-22
318,Customer_318,Male,34,Pakistan,Umm Al Quwain,2022-07-25
319,Customer_319,Male,26,Other,Fujairah,2022-01-12
320,Customer_320,Female,50,Other,Sharjah,2023-05-05
321,Customer_321,Female,37,UK,Fujairah,2022-10-03
322,Customer_322,Male,30,UAE,Abu Dhabi,2023-11-24
323,Customer_323,Female,45,UK,Dubai,2022-08-30
324,Customer_324,Female,46,UK,Sharjah,2022-08-04
325,Customer_325,Female,30,Other,Umm Al Quwain,2022-09-08
326,Customer_326,Female,52,Pakistan,Umm Al Quwain,2024-03-21
327,Customer_327,Male,23,India,Abu Dhabi,2022-05-06
328,Customer_328,Male,35,UAE,Abu Dhabi,2024-09-20
329,Customer_329,Female,22,Other,Sharjah,2022-08-05
330,Customer_330,Female,42,Pakistan,Fujairah,2022-11-02
331,Customer_331,Male,19,India,Ras Al Khaimah,2024-03-07
332,Customer_332,Male,27,India,Umm Al Quwain,2022-07-04
333,Customer_333,Female,47,Other,Umm Al Quwain,2022-02-08
334,Customer_334,Male,22,Philippines,Abu Dhabi,2022-08-11
335,Customer_335,Female,50,UAE,Ajman,2022-07-03
336,Customer_336,Female,18,India,Abu Dhabi,2023-05-10
337,Customer_337,Male,35,Other,Ras Al Khaimah,2023-03-03
338,Customer_338,Male,49,Other,Fujairah,2022-06-27
339,Customer_339,Female,28,Pakistan,Fujairah,2024-07-07
340,Customer_340,Female,38,Philippines,Ajman,2023-03-04
341,Customer_341,Male,43,UAE,Umm Al Quwain,2022-10-21
342,Customer_342,Female,42,UK,Abu Dhabi,2024-05-01
343,Customer_343,Male,39,Pakistan,Fujairah,2022-05-31
344,Customer_344,Female,44,India,Ras Al Khaimah,2023-01-19
345,Customer_345,Male,30,India,Sharjah,2023-09-30
346,Customer_346,Male,50,Pakistan,Dubai,2024-03-23
347,Customer_347,Male,51,Other,Dubai,2022-11-04
348,Customer_348,Female,58,India,Dubai,2022-12-02
349,Customer_349,Female,52,Philippines,Umm Al Quwain,2024-08-03
350,Customer_350,Male,18,UAE,Abu Dhabi,2024-01-16
351,Customer_351,Female,38,Philippines,Ajman,2024-06-10
352,Customer_352,Male,23,India,Fujairah,2023-01-10
353,Customer_353,Male,45,UK,Sharjah,2022-01-08
354,Customer_354,Female,34,UAE,Ras Al Khaimah,2022-12-07
355,Customer_355,Female,22,UAE,Sharjah,2022-05-09
356,Customer_356,Male,48,Pakistan,Ras Al Khaimah,2024-02-15
357,Customer_357,Female,22,Pakistan,Umm Al Quwain,2023-10-31
358,Customer_358,Female,55,UK,Abu Dhabi,2022-12-18
359,Customer_359,Male,20,Other,Dubai,2022-12-24
360,Customer_360,Male,40,UAE,Abu Dhabi,2023-06-01
361,Customer_361,Female,54,UK,Umm Al Quwain,2023-05-10
362,Customer_362,Male,54,Pakistan,Ajman,2022-03-27
363,Customer_363,Male,27,Pakistan,Ajman,2022-06-24
364,Customer_364,Female,27,UAE,Umm Al Quwain,2024-03-12
365,Customer_365,Male,36,Philippines,Ras Al Khaimah,2022-07-12
366,Customer_366,Male,34,India,Fujairah,2022-11-07
367,Customer_367,Female,38,Pakistan,Fujairah,2022-04-29
368,Customer_368,Female,31,Other,Ras Al Khaimah,2022-08-06
369,Customer_369,Male,26,Other,Ajman,2023-03-03
370,Customer_370,Male,18,Pakistan,Ajman,2024-08-27
371,Customer_371,Female,30,Philippines,Ajman,2023-02-18
372,Customer_372,Female,21,Philippines,Abu Dhabi,2022-04-24
373,Customer_373,Female,18,UK,Ajman,2024-09-04
374,Customer_374,Female,57,Other,Sharjah,2022-05-25
375,Customer_375,Male,49,UK,Dubai,2023-06-22
376,Customer_376,Female,51,Other,Ajman,2023-10-10
377,Customer_377,Female,45,India,Ras Al Khaimah,2022-10-30
378,Customer_378,Male,48,India,Dubai,2024-01-14
379,Customer_379,Female,25,UAE,Abu Dhabi,2024-05-30
380,Customer_380,Male,56,UK,Ras Al Khaimah,2023-08-11
381,Customer_381,Female,43,Pakistan,Dubai,2024-09-13
382,Customer_382,Female,51,UK,Ras Al Khaimah,2024-04-19
383,Customer_383,Female,20,Pakistan,Abu Dhabi,2022-12-11
384,Customer_384,Male,29,Philippines,Sharjah,2024-03-24
385,Customer_385,Male,18,UK,Abu Dhabi,2024-08-21
386,Customer_386,Female,22,Philippines,Abu Dhabi,2024-03-11
387,Customer_387,Male,47,India,Ras Al Khaimah,2022-01-01
388,Customer_388,Male,47,India,Umm Al Quwain,2022-05-27
389,Customer_389,Male,34,UAE,Fujairah,2022-10-14
390,Customer_390,Male,40,UK,Ajman,2024-09-02
391,Customer_391,Male,32,Philippines,Ajman,2023-10-16
392,Customer_392,Male,54,Pakistan,Sharjah,2022-02-22
393,Customer_393,Female,38,India,Sharjah,2022-10-31
394,Customer_394,Female,31,India,Ajman,2022-03-10
395,Customer_395,Male,19,Pakistan,Fujairah,2022-12-27
396,Customer_396,Female,28,Philippines,Ajman,2023-08-25
397,Customer_397,Female,56,Philippines,Umm Al Quwain,2024-08-15
398,Customer_398,Female,55,UK,Fujairah,2022-08-08
399,Customer_399,Female,51,UK,Sharjah,2024-08-19
400,Customer_400,Male,55,Other,Dubai,2023-12-05
401,Customer_401,Female,51,Other,Ras Al Khaimah,2024-08-23
402,Customer_402,Female,35,UAE,Umm Al Quwain,2023-07-29
403,Customer_403,Male,47,India,Umm Al Quwain,2023-08-08
404,Customer_404,Male,32,UK,Sharjah,2022-06-10
405,Customer_405,Female,44,Philippines,Sharjah,2023-11-12
406,Customer_406,Female,51,Pakistan,Abu Dhabi,2022-03-30
407,Customer_407,Female,55,Philippines,Umm Al Quwain,2023-11-19
408,Customer_408,Female,50,India,Abu Dhabi,2024-02-20
409,Customer_409,Female,41,Other,Abu Dhabi,2023-08-08
410,Customer_410,Female,32,Philippines,Ras Al Khaimah,2024-01-27
411,Customer_411,Male,47,UAE,Abu Dhabi,2023-08-12
412,Customer_412,Female,59,India,Fujairah,2022-06-08
413,Customer_413,Female,34,Other,Ajman,2023-05-04
414,Customer_414,Male,22,Pakistan,Dubai,2024-08-28
415,Customer_415,Male,46,Other,Sharjah,2022-11-20
416,Customer_416,Male,21,UAE,Fujairah,2023-09-02
417,Customer_417,Male,27,India,Dubai,2023-01-16
418,Customer_418,Female,34,Pakistan,Umm Al Quwain,2022-04-12
419,Customer_419,Female,27,UAE,Umm Al Quwain,2023-05-09
420,Customer_420,Female,34,Other,Umm Al Quwain,2023-10-06
421,Customer_421,Female,37,UAE,Fujairah,2023-09-06
422,Customer_422,Female,41,India,Fujairah,2022-01-19
423,Customer_423,Female,22,UK,Sharjah,2023-03-30
424,Customer_424,Male,51,UAE,Ajman,2023-04-27
425,Customer_425,Female,23,UAE,Abu Dhabi,2023-08-17
426,Customer_426,Male,19,Other,Umm Al Quwain,2023-02-01
427,Customer_427,Male,30,Other,Ras Al Khaimah,2022-10-06
428,Customer_428,Female,28,Pakistan,Ajman,2024-04-30
429,Customer_429,Male,40,Other,Ras Al Khaimah,2022-12-31
430,Customer_430,Female,33,Philippines,Sharjah,2022-11-27
431,Customer_431,Male,48,India,Sharjah,2023-10-03
432,Customer_432,Female,28,India,Sharjah,2022-12-10
433,Customer_433,Male,33,UK,Dubai,2024-04-01
434,Customer_434,Female,25,UK,Ras Al Khaimah,2023-03-31
435,Customer_435,Female,21,India,Ajman,2023-08-24
436,Customer_436,Female,57,UK,Ajman,2023-12-26
437,Customer_437,Female,21,Pakistan,Fujairah,2023-10-17
438,Customer_438,Female,42,Other,Fujairah,2022-03-06
439,Customer_439,Male,20,India,Umm Al Quwain,2022-03-17
440,Customer_440,Male,49,UK,Fujairah,2023-12-12
441,Customer_441,Male,20,India,Sharjah,2022-05-23
442,Customer_442,Female,44,Philippines,Ajman,2024-07-05
443,Customer_443,Male,46,UAE,Ras Al Khaimah,2024-07-03
444,Customer_444,Female,49,Other,Sharjah,2024-04-07
445,Customer_445,Female,36,India,Dubai,2023-08-28
446,Customer_446,Male,38,UAE,Fujairah,2023-04-18
447,Customer_447,Male,22,UK,Sharjah,2023-02-21
448,Customer_448,Female,35,UAE,Sharjah,2022-11-01
